ring,year,site,box,age,sex,wing,mass,date,time,ringer
ARD7679,2019,SER,3,5,M,66,,161,14:35,Recorder2
ARD7680,2019,SER,3,5,M,65,10.68,161,14:35,Recorder2
ARD7681,2019,SER,3,5,F,62,10.88,161,14:35,Recorder2
ARD7683,2019,EDI,1,5,M,63,10.87,161,17:05,Recorder2
ARD7699,2019,DOW,6,5,F,61,10.95,161,15:55,Recorder2
S921600,2019,SLS,7,6,F,61,10.2,161,11:40,Recorder3
S921820,2019,DOW,6,5,M,65,10.69,161,15:55,Recorder2
S921829,2019,DNM,5,6,F,64,10.27,161,8:10,Recorder2
S921907,2019,EDI,1,6,F,62,11.45,161,17:05,Recorder2
AHD7248,2019,MCH,2,6,M,67,11.57,162,13:21,Recorder19
ARD7084,2019,KCZ,8,5,F,64,10.61,162,17:20,Recorder6
AHD7896,2019,CRU,6,5,F,63,10.39,163,9:50,Recorder6
ARD7688,2019,BLA,6,5,F,61,10.61,164,14:11,Recorder8
AHD7974,2019,AVN,2,6,F,65,11.74,166,14:10,Recorder6
S922956,2019,AVN,2,5,M,64,11.62,166,14:10,Recorder6
Z632801,2019,BLA,4,6,F,62,11.5,166,16:16,Recorder16
AHD7601,2020,MCH,5,6,M,66,10.42,142,9:43,Recorder6
AXH7151,2020,MCH,6,6,M,65,10.26,142,9:05,Recorder2
AXH7286,2020,EDI,8,5,F,63,11.1,142,7:27,Recorder2
AXH7287,2020,EDI,8,5,M,65,10.86,142,7:27,Recorder2
AXH7296,2020,MCH,6,5,F,63,11.11,142,9:05,Recorder2
AXH7297,2020,MCH,4,6,F,61,9.77,142,9:30,Recorder2
AXH7298,2020,MCH,4,5,M,65,10.23,142,9:30,Recorder2
AXH9061,2020,MCH,5,6,F,61,10.77,142,9:43,Recorder6
AXH9062,2020,BLG,7,5,M,64,11.2,142,12:00,Recorder6
AXH9063,2020,BLG,8,6,F,63,11.81,142,12:12,Recorder6
AXH9064,2020,BLG,8,5,M,66,10.78,142,12:12,Recorder6
ARD6420,2020,MCH,2,6,F,62,10.83,145,10:12,Recorder3
ARD6602,2020,FOF,1,6,M,66,11.33,145,7:08,Recorder2
ARD6989,2020,STY,3,5,M,63,10.77,145,11:52,Recorder2
ARD7453,2020,MCH,2,6,M,65,10.67,145,10:15,Recorder3
ARD7523,2020,FOF,1,6,F,63,10.24,145,7:08,Recorder2
ARD7524,2020,FOF,3,5,F,61,10.41,145,7:26,Recorder2
ARD7538,2020,SER,2,6,F,62,10.69,145,9:27,Recorder2
ARD7539,2020,SER,2,5,M,65,10.55,145,9:27,Recorder2
ARD7547,2020,STY,6,5,F,60,9.86,145,11:06,Recorder2
ARD7577,2020,STY,3,5,F,62,11.02,145,11:52,Recorder2
ARD7683,2020,EDI,1,6,M,65,10.15,145,7:33,Recorder3
AXH7143,2020,BLG,6,5,M,67,11.52,145,13:10,Recorder6
AXH7207,2020,FOF,3,5,M,62,10.48,145,7:26,Recorder2
AXH9084,2020,SER,8,6,F,64,11.16,145,8:55,Recorder6
AXH9085,2020,SER,8,5,M,65,11.35,145,8:55,Recorder6
AXH9086,2020,SER,1,6,M,67,10.72,145,9:18,Recorder6
AXH9087,2020,SER,1,5,F,61,10.85,145,9:18,Recorder6
AXH9096,2020,PTH,5,6,F,62,10.88,145,10:45,Recorder6
AXH9106,2020,BLG,6,5,F,63,11.51,145,13:10,Recorder6
AXH9107,2020,BLG,5,5,M,64,10.97,145,13:30,Recorder6
AXH9108,2020,BLG,5,6,F,62,10.87,145,13:30,Recorder6
S921907,2020,EDI,1,6,F,62,11.5,145,7:30,Recorder3
AHD7884,2020,BLG,7,6,F,63,11.24,146,12:09,Recorder2
ARD6433,2020,GLF,5,6,F,61,11.23,146,8:19,Recorder2
ARD6482,2020,PTH,1,6,F,61,10.18,146,9:48,Recorder2
ARD6508,2020,PTH,3,6,F,63,10.66,146,10:57,Recorder2
ARD6605,2020,FOF,4,6,M,66,10.34,146,7:30,Recorder6
ARD6606,2020,FOF,4,6,F,64,11.42,146,7:30,Recorder6
ARD7480,2020,SER,6,6,F,62,10.47,146,9:32,Recorder3
AXH7154,2020,SER,6,6,M,66,11.25,146,9:34,Recorder3
AXH7212,2020,DOW,1,5,M,66,10.92,146,18:20,Recorder6
AXH7217,2020,GLF,5,6,M,68,10.17,146,8:19,Recorder2
AXH7305,2020,PTH,1,6,M,63,10.47,146,9:48,Recorder2
AXH7325,2020,BLG,7,5,F,62,10.85,146,12:09,Recorder2
AXH9164,2020,DOW,1,5,F,63,11.27,146,18:20,Recorder6
AHD7299,2020,BLG,1,6,F,63,11.39,148,13:50,Recorder6
AHD7860,2020,SER,5,6,F,63,9.78,148,12:00,Recorder2
AHD7868,2020,STY,1,6,F,63,11.14,148,10:17,Recorder6
ARD6133,2020,BLG,2,5,M,64,10.42,148,14:50,Recorder6
AXH7017,2020,EDI,2,6,F,62,10.4,148,7:35,Recorder3
AXH7018,2020,EDI,4,5,F,61,10.42,148,7:58,Recorder3
AXH7147,2020,STY,5,5,M,66,11.01,148,11:38,Recorder6
AXH7393,2020,LVN,7,5,F,63,10.09,148,8:31,Recorder2
AXH7394,2020,SER,7,5,F,62,11.22,148,10:49,Recorder2
AXH7395,2020,SER,7,5,M,64,10.74,148,10:49,Recorder2
AXH7402,2020,PTH,2,5,F,62,10.98,148,14:30,Recorder2
AXH7403,2020,PTH,2,6,M,64,11.5,148,14:30,Recorder2
AXH9173,2020,RSY,2,6,M,68,11.74,148,7:27,Recorder6
AXH9174,2020,RSY,2,6,F,63,10.83,148,7:27,Recorder6
AXH9175,2020,RSY,6,5,F,61,10.17,148,9:17,Recorder6
AXH9176,2020,STY,5,5,F,64,10.85,148,11:38,Recorder6
AXH9177,2020,STY,4,5,F,62,10.26,148,12:40,Recorder6
AXH9186,2020,FOF,7,5,F,62,10.56,148,17:40,Recorder6
S228366,2020,GLF,2,6,M,65,10.39,148,10:01,Recorder2
S229136,2020,FOF,7,6,M,64,10.51,148,7:28,Recorder2
S229241,2020,EDI,4,6,M,65,10.95,148,7:55,Recorder3
S921846,2020,BLG,1,6,M,67,11.11,148,13:50,Recorder6
S921926,2020,RSY,8,6,M,67,9.82,148,8:36,Recorder6
S922342,2020,STY,1,6,M,67,10.78,148,10:17,Recorder6
S922748,2020,LVN,7,6,M,69,10.44,148,8:31,Recorder2
AHD7069,2020,DOW,3,6,F,63,10.68,150,17:14,Recorder2
AHD7249,2020,PTH,7,6,M,64,10.96,150,13:57,Recorder2
AHD7599,2020,RSY,6,6,M,65,10.62,150,10:40,Recorder2
AHD7885,2020,GLF,3,6,M,67,11.39,150,14:15,Recorder6
ARD6074,2020,FOF,6,5,M,66,11.05,150,7:10,Recorder3
ARD6171,2020,PTH,3,6,M,67,10.57,150,13:06,Recorder2
ARD6619,2020,RSY,8,6,F,62,10.6,150,10:30,Recorder2
ARD6771,2020,EDI,6,6,F,63,11.14,150,6:46,Recorder2
ARD7500,2020,FOF,6,4,F,62,11.2,150,7:13,Recorder3
ARD7517,2020,GLF,3,5,F,62,11.12,150,14:15,Recorder6
ARD7823,2020,CAL,3,6,F,61,10.22,150,12:00,Recorder3
AXH7144,2020,DUN,5,6,F,62,11.37,150,13:35,Recorder6
AXH7145,2020,DUN,6,5,F,62,,150,13:10,Recorder6
AXH7405,2020,EDI,5,6,F,65,11.32,150,6:30,Recorder2
AXH7406,2020,EDI,5,6,M,66,10.09,150,6:30,Recorder2
AXH7407,2020,EDI,6,5,M,63,11.23,150,6:46,Recorder2
AXH7408,2020,RSY,3,5,M,64,11.43,150,9:19,Recorder2
AXH7409,2020,RSY,3,5,F,61,10.73,150,9:19,Recorder2
AXH7420,2020,BAD,1,5,F,63,11.27,150,11:20,Recorder2
AXH7427,2020,PTH,8,5,F,62,9.9,150,12:45,Recorder2
AXH9192,2020,GLF,7,5,F,62,10.44,150,9:10,Recorder6
AXH9193,2020,GLF,7,5,M,65,9.93,150,9:10,Recorder6
AXH9202,2020,DUN,5,5,M,65,11.19,150,13:35,Recorder6
S921489,2020,CAL,7,6,F,62,9.41,150,12:05,Recorder3
S921491,2020,GLF,2,6,F,65,11.15,150,16:46,Recorder2
S922355,2020,EDI,3,6,M,65,10.65,150,7:46,Recorder2
S922413,2020,DOW,3,6,M,67,11.11,150,17:14,Recorder2
S922884,2020,BAD,1,6,M,67,10.7,150,11:20,Recorder2
AHD7887,2020,DUN,4,6,M,67,11.08,152,11:45,Recorder6
ARD6598,2020,PTH,7,6,F,64,10.92,152,9:15,Recorder2
ARD6612,2020,FOF,5,6,M,66,10.44,152,8:11,Recorder6
ARD7649,2020,DUN,4,6,F,62,10.55,152,11:45,Recorder6
ARD7680,2020,SER,4,6,M,65,10.62,152,9:55,Recorder6
ARD7842,2020,PIT,2,6,F,62,12,152,13:54,Recorder2
AXH7141,2020,PIT,7,5,M,65,11.26,152,13:34,Recorder2
AXH7454,2020,BLG,2,5,F,62,9.78,152,11:55,Recorder2
AXH7455,2020,PIT,4,5,F,64,11.43,152,13:11,Recorder2
AXH7456,2020,PIT,4,5,M,63,11.08,152,13:11,Recorder2
AXH7457,2020,PIT,7,5,F,63,11.16,152,13:34,Recorder2
AXH7471,2020,CAL,6,5,F,61,9.83,152,14:59,Recorder2
AXH9218,2020,FOF,5,5,F,61,10.81,152,8:11,Recorder6
AXH9233,2020,SER,4,5,F,63,10.59,152,9:55,Recorder6
S921100,2020,PIT,2,6,M,64,11,152,12:51,Recorder2
S922356,2020,EDI,3,6,F,62,10.55,152,8:25,Recorder3
AHD7030,2020,DEL,4,6,M,66,10.65,153,8:16,Recorder2
AHD7311,2020,DOR,1,6,F,64,10.79,153,10:25,Recorder2
AHD7790,2020,TAI,3,6,M,65,10.68,153,9:32,Recorder2
ARD6250,2020,FOU,3,6,F,64,10.15,153,7:00,Recorder2
ARD6253,2020,TAI,2,5,M,62,11.1,153,9:55,Recorder2
ARD6297,2020,ART,3,6,F,65,10.6,153,14:42,Recorder2
ARD6300,2020,ART,4,6,M,65,10.56,153,15:04,Recorder2
ARD6657,2020,FOU,8,6,F,63,10.68,153,7:44,Recorder6
ARD6658,2020,FOU,5,6,M,65,9.9,153,7:23,Recorder2
ARD6660,2020,DOR,2,6,M,65,9.94,153,10:36,Recorder2
ARD7085,2020,DEL,5,5,M,63,10.97,153,8:45,Recorder2
ARD7114,2020,DEL,7,6,M,65,11.2,153,9:04,Recorder2
ARD7731,2020,ALN,2,6,F,63,10.02,153,12:53,Recorder2
ARD7732,2020,ALN,4,6,M,64,10.35,153,12:08,Recorder6
ARD7956,2020,ART,7,6,M,64,10.8,153,15:23,Recorder2
ARD7957,2020,ART,7,6,F,63,11.27,153,15:23,Recorder2
AXH7111,2020,DOR,3,6,M,66,10.19,153,11:05,Recorder2
AXH7112,2020,DOR,6,6,M,65,10.73,153,10:20,Recorder6
AXH7114,2020,TAI,5,6,M,65,10.75,153,9:45,Recorder6
AXH7116,2020,ALN,4,5,F,63,10.86,153,12:08,Recorder6
AXH7122,2020,ART,8,5,F,63,10.95,153,15:40,Recorder6
AXH7472,2020,FOU,3,5,M,65,9.95,153,7:00,Recorder2
AXH7480,2020,DEL,4,6,F,62,9.73,153,8:16,Recorder2
AXH7487,2020,DEL,5,5,F,62,9.85,153,8:45,Recorder2
AXH7493,2020,TAI,3,5,F,65,11.61,153,9:32,Recorder2
AXH8001,2020,TAI,2,5,F,63,11.24,153,9:55,Recorder2
AXH8009,2020,DOR,2,5,F,61,9.6,153,10:36,Recorder2
AXH8025,2020,DOR,3,6,F,62,11.09,153,11:05,Recorder2
AXH8043,2020,ALN,3,6,M,67,11.29,153,13:16,Recorder2
AXH8044,2020,ART,4,5,F,62,10.52,153,15:04,Recorder2
AXH9256,2020,FOU,6,5,F,63,9.84,153,6:40,Recorder6
AXH9277,2020,DEL,3,5,M,66,10.68,153,8:19,Recorder6
AXH9278,2020,DEL,3,5,F,61,10.43,153,8:19,Recorder6
AXH9289,2020,DEL,8,6,M,64,10.35,153,9:06,Recorder6
AXH9302,2020,DOR,6,5,F,63,10.59,153,10:20,Recorder6
AXH9310,2020,DOR,5,5,F,63,10.77,153,11:08,Recorder6
AXH9322,2020,ALN,5,5,F,63,9.83,153,12:31,Recorder6
AXH9330,2020,ALN,8,6,F,64,11.26,153,12:58,Recorder6
AXH9331,2020,ALN,6,6,F,62,10.05,153,13:18,Recorder6
S228402,2020,ALN,6,6,M,65,10.35,153,13:18,Recorder6
S921293,2020,DEL,8,6,F,63,10.62,153,9:06,Recorder6
S921574,2020,ALN,3,6,F,62,10.24,153,13:16,Recorder2
S921618,2020,TAI,5,6,F,61,11.41,153,9:45,Recorder6
S921653,2020,ALN,2,6,M,65,10.01,153,12:53,Recorder2
S922587,2020,DEL,7,6,F,64,10.52,153,9:04,Recorder2
AHD7253,2020,CAL,3,6,M,67,11.32,154,10:04,Recorder2
AHD7439,2020,PIT,6,6,M,65,11.56,154,11:36,Recorder6
AHD7577,2020,BAD,4,6,F,62,11.68,154,15:54,Recorder2
AHD7833,2020,PIT,6,6,F,63,10.67,154,11:36,Recorder6
AHD7856,2020,DOW,6,6,M,66,10.81,154,14:59,Recorder2
ARD6572,2020,GLF,8,5,M,64,10.57,154,13:00,Recorder2
ARD6628,2020,BIR,7,6,F,62,10.69,154,9:06,Recorder2
ARD6906,2020,CAL,7,5,M,64,11.34,154,10:16,Recorder2
ARD6952,2020,BIR,3,6,M,66,9.79,154,8:34,Recorder2
ARD7099,2020,BLA,7,5,M,65,12.22,154,9:45,Recorder6
ARD7898,2020,CAL,6,6,M,65,9.92,154,10:37,Recorder2
AXH8055,2020,BIR,3,6,F,61,10.12,154,8:34,Recorder2
AXH9355,2020,PIT,1,5,M,64,10.83,154,10:28,Recorder6
AXH9356,2020,PIT,1,5,F,63,10.89,154,10:28,Recorder6
AXH9365,2020,PTH,4,5,F,61,10.83,154,13:11,Recorder6
AXH9366,2020,PTH,4,6,M,67,10.66,154,13:11,Recorder6
AXH9367,2020,LVN,8,5,F,62,11.23,154,15:32,Recorder6
AXH9368,2020,LVN,8,5,M,64,11.01,154,15:32,Recorder6
AXH9375,2020,RSY,5,6,M,66,10.42,154,16:35,Recorder6
S921937,2020,RSY,5,6,F,62,10.63,154,16:35,Recorder6
S922848,2020,BAD,4,6,M,68,11.39,154,15:54,Recorder2
S922908,2020,BIR,7,6,M,65,10.49,154,9:06,Recorder2
AHD7068,2020,DOW,8,6,M,66,10.78,156,9:30,Recorder2
AHD7859,2020,GLF,8,6,F,65,10.8,156,11:37,Recorder6
AHD7921,2020,BIR,2,6,M,66,10.06,156,13:00,Recorder6
ARD7507,2020,PIT,3,5,M,63,11.27,156,14:15,Recorder2
ARD7802,2020,PIT,5,6,M,66,10.46,156,14:24,Recorder2
AXH7136,2020,BLA,5,5,F,64,10.8,156,13:17,Recorder2
AXH7209,2020,BAD,2,5,M,64,10.58,156,8:04,Recorder2
AXH7210,2020,DOW,2,5,M,63,11.1,156,9:00,Recorder2
AXH8060,2020,EDI,7,5,F,63,10.45,156,7:12,Recorder2
AXH8061,2020,EDI,7,5,M,67,11.41,156,7:12,Recorder2
AXH8062,2020,BAD,2,6,F,65,10.69,156,8:04,Recorder2
AXH8069,2020,DOW,2,5,F,62,9.9,156,9:00,Recorder2
AXH8070,2020,DOW,8,5,F,63,11.71,156,9:30,Recorder2
AXH8071,2020,DOW,6,5,F,65,11.03,156,10:20,Recorder2
AXH8078,2020,PTH,8,5,M,63,11.03,156,11:59,Recorder2
AXH8090,2020,PIT,3,6,F,62,11.89,156,14:15,Recorder2
AXH8091,2020,PIT,5,5,F,62,10.97,156,14:24,Recorder2
AXH9376,2020,FOF,2,5,M,65,10.18,156,7:42,Recorder6
AXH9377,2020,FOF,8,5,F,62,10.68,156,8:03,Recorder6
AXH9378,2020,FOF,8,5,M,63,10.39,156,8:03,Recorder6
AXH9390,2020,LVN,5,5,F,63,10.14,156,9:57,Recorder6
AXH9391,2020,DUN,8,5,F,64,10.83,156,14:12,Recorder6
AXH9392,2020,DUN,8,5,M,66,11.4,156,14:12,Recorder6
S921216,2020,BLA,5,6,M,63,11.1,156,13:17,Recorder2
S922419,2020,DOW,7,6,M,64,10.23,156,10:32,Recorder2
S922422,2020,DOW,7,6,F,66,10.81,156,10:32,Recorder2
AHD7657,2020,BLA,7,6,F,61,10.5,158,8:45,Recorder2
ARD6618,2020,PIT,8,6,F,63,11.17,158,10:36,Recorder6
ARD7082,2020,DNS,4,6,F,63,10.86,158,10:00,Recorder2
ARD7096,2020,DNM,5,5,F,62,11.18,158,11:08,Recorder2
ARD7678,2020,KCZ,5,6,F,62,10.45,158,13:20,Recorder2
AXH8092,2020,DNS,4,5,M,65,10.78,158,10:00,Recorder2
AXH8106,2020,KCZ,4,5,M,64,10.85,158,12:51,Recorder2
AXH8107,2020,KCZ,5,5,M,63,10.4,158,13:20,Recorder2
AXH8117,2020,FOF,2,6,F,63,10.85,158,15:10,Recorder2
AXH9393,2020,BIR,1,5,F,64,9.42,158,8:55,Recorder6
AXH9394,2020,PIT,8,6,M,68,11.8,158,10:36,Recorder6
AXH9395,2020,MCH,1,5,F,62,10.52,158,13:15,Recorder6
Z164020,2020,LVN,5,6,M,66,11.28,158,14:23,Recorder6
AHD7085,2020,AVI,2,6,F,63,10.33,159,12:19,Recorder6
AHD7350,2020,AVN,4,6,M,68,10.27,159,12:44,Recorder2
AHD7404,2020,AVN,8,6,M,64,10.72,159,9:54,Recorder6
AHD7763,2020,RTH,6,6,M,65,10.65,159,13:00,Recorder3
AHD7771,2020,CAR,6,6,F,62,10.72,159,11:41,Recorder2
AHD7974,2020,AVN,7,6,F,64,12.11,159,9:23,Recorder6
ARD6614,2020,NEW,7,6,F,62,10.03,159,16:13,Recorder2
ARD6615,2020,NEW,7,6,M,63,10.37,159,16:13,Recorder2
ARD6666,2020,CAR,6,6,M,68,10.53,159,11:41,Recorder2
ARD6805,2020,INS,5,5,M,66,10.34,159,15:55,Recorder3
ARD7087,2020,AVN,3,5,F,62,11.1,159,12:21,Recorder2
ARD7147,2020,HWP,6,6,M,65,11.19,159,14:51,Recorder2
ARD7310,2020,AVN,5,6,M,66,10.78,159,10:38,Recorder6
ARD7365,2020,TOM,1,6,M,65,10.65,159,10:31,Recorder2
ARD7733,2020,DAV,1,6,F,60,9.56,159,8:36,Recorder2
ARD7770,2020,NEW,5,6,F,63,10,159,17:36,Recorder6
AXH7100,2020,DAV,2,6,M,64,10,159,9:30,Recorder3
AXH7126,2020,SLS,1,6,M,65,9.65,159,11:15,Recorder3
AXH7566,2020,DAV,2,5,F,62,11.2,159,9:32,Recorder3
AXH7567,2020,SLS,6,5,M,62,10.73,159,10:25,Recorder3
AXH7568,2020,SLS,6,5,F,62,10.97,159,10:28,Recorder3
AXH7598,2020,RTH,1,6,M,67,11.2,159,14:27,Recorder3
AXH7599,2020,RTH,1,5,M,63,11.23,159,14:30,Recorder3
AXH7600,2020,RTH,1,5,F,60,10.51,159,14:33,Recorder3
AXH8119,2020,DAV,8,5,F,61,9.47,159,8:22,Recorder2
AXH8120,2020,DAV,8,6,M,66,11.36,159,8:22,Recorder2
AXH8122,2020,DAV,1,6,M,66,10.52,159,8:36,Recorder2
AXH8134,2020,DAV,5,5,F,58,10.2,159,10:02,Recorder2
AXH8144,2020,TOM,1,5,F,61,10.98,159,10:31,Recorder2
AXH8145,2020,TOM,8,5,F,61,11.81,159,10:40,Recorder2
AXH8152,2020,CAR,3,6,F,65,10.07,159,11:21,Recorder2
AXH8153,2020,CAR,3,5,M,65,9.95,159,11:21,Recorder2
AXH8165,2020,AVN,4,5,F,62,10.56,159,12:44,Recorder2
AXH8166,2020,AVN,6,6,F,64,10.72,159,13:02,Recorder2
AXH8176,2020,HWP,1,5,M,65,10.85,159,13:52,Recorder2
AXH8185,2020,HWP,4,5,F,61,10.73,159,14:13,Recorder2
AXH8186,2020,HWP,4,5,M,66,11.59,159,14:13,Recorder2
AXH8194,2020,HWP,6,6,F,62,10.77,159,14:51,Recorder2
AXH8202,2020,NEW,1,6,M,66,11.47,159,16:33,Recorder2
AXH8203,2020,NEW,1,6,F,63,11.16,159,16:33,Recorder2
AXH8204,2020,CRU,4,6,F,62,10.43,159,17:02,Recorder2
AXH8205,2020,DLW,4,5,F,62,10.38,159,17:23,Recorder2
AXH9396,2020,AVN,7,5,M,65,10.43,159,9:23,Recorder6
AXH9405,2020,AVN,8,6,F,64,10.53,159,9:54,Recorder6
AXH9419,2020,AVN,5,5,F,62,10.08,159,10:38,Recorder6
AXH9426,2020,AVI,7,6,F,63,10.63,159,11:05,Recorder6
AXH9427,2020,AVI,7,6,M,66,11.28,159,11:05,Recorder6
AXH9434,2020,AVI,6,5,F,62,10.29,159,11:50,Recorder6
AXH9438,2020,AVI,2,5,M,64,10.2,159,12:19,Recorder6
AXH9445,2020,FSH,6,6,M,67,11.12,159,14:04,Recorder6
AXH9451,2020,FSH,5,5,F,64,11.14,159,14:35,Recorder6
AXH9452,2020,FSH,5,5,M,62,10.44,159,14:35,Recorder6
AXH9464,2020,NEW,6,5,F,62,10.15,159,16:35,Recorder6
AXH9465,2020,NEW,6,5,M,62,10.91,159,16:35,Recorder6
S921530,2020,AVN,3,6,M,65,10.78,159,12:21,Recorder2
S921684,2020,FSH,6,6,F,63,10.41,159,14:04,Recorder6
S922957,2020,FSH,3,6,F,65,11.66,159,15:25,Recorder6
Z632894,2020,AVN,6,6,M,66,10.72,159,13:02,Recorder2
Z632900,2020,FSH,3,6,M,67,11.06,159,15:25,Recorder6
Z632951,2020,BLG,4,6,F,62,10.97,159,14:30,Recorder3
ARD7026,2020,LVN,3,6,M,65,10.89,160,10:39,Recorder6
ARD7040,2020,KCK,6,6,F,62,10.25,160,14:37,Recorder6
AXH8206,2020,BLA,8,5,M,64,10.58,160,10:00,Recorder2
AXH8207,2020,BLA,8,6,F,63,10.08,160,10:00,Recorder2
AXH8208,2020,BLA,2,5,M,63,10.4,160,10:40,Recorder2
AXH8209,2020,DNM,2,5,M,65,10.73,160,11:36,Recorder2
AXH8210,2020,DNM,2,5,F,59,9.93,160,11:36,Recorder2
AXH8216,2020,KCZ,4,5,F,64,11.08,160,14:14,Recorder2
AXH9489,2020,BAD,5,5,F,64,10.47,160,9:05,Recorder6
AXH9490,2020,LVN,6,5,F,63,10.98,160,10:05,Recorder6
AXH9491,2020,DOW,5,5,F,61,8.75,160,11:32,Recorder6
AXH9492,2020,DOW,5,5,M,62,10.19,160,11:32,Recorder6
S248643,2020,LVN,6,5,M,68,12.13,160,10:05,Recorder6
Z081130,2020,BAD,5,6,M,67,11.03,160,9:05,Recorder6
Z632398,2020,LVN,3,6,F,63,11.85,160,10:39,Recorder6
ARD6007,2020,BLG,4,6,M,65,10.95,162,12:51,Recorder2
ARD7047,2020,KCK,3,6,F,63,10.22,162,10:08,Recorder2
ARD7095,2020,DNM,8,5,M,65,,162,10:00,Recorder6
ARD7502,2020,KCZ,1,5,F,62,10.71,162,9:04,Recorder2
AXH8217,2020,KCZ,8,5,F,61,9.61,162,8:46,Recorder2
AXH8218,2020,KCK,4,5,F,61,10.63,162,9:32,Recorder2
AXH8219,2020,KCK,4,5,M,66,11.42,162,9:32,Recorder2
AXH8224,2020,BLA,2,5,F,62,11.01,162,12:00,Recorder2
AHD7826,2020,INS,7,6,M,67,10.65,164,12:52,Recorder2
ARD7146,2020,CAR,4,5,F,63,9.87,164,10:16,Recorder2
ARD7381,2020,RTH,6,6,F,62,10.17,164,12:00,Recorder2
ARD7795,2020,INS,7,6,F,63,,164,12:52,Recorder2
AXH8225,2020,SLS,1,6,F,62,10.32,164,9:13,Recorder2
AXH8226,2020,SLS,8,5,F,61,10.14,164,9:35,Recorder2
AXH8238,2020,RTH,4,6,M,65,11.1,164,11:46,Recorder2
AXH8239,2020,RTH,4,5,F,62,10.34,164,11:46,Recorder2
AXH8240,2020,INS,5,5,F,61,10.26,164,12:41,Recorder2
AXH8241,2020,INS,4,6,F,62,10.47,164,13:19,Recorder2
AXH8242,2020,INS,4,5,M,66,10.02,164,13:19,Recorder2
AXH8243,2020,HWP,1,5,F,60,9.78,164,13:46,Recorder2
AXH9493,2020,HWP,7,6,F,63,10.34,164,10:34,Recorder6
AXH9500,2020,INS,3,6,M,67,10.29,164,12:20,Recorder6
AXH9501,2020,INS,3,5,F,61,10.78,164,12:20,Recorder6
AXH9504,2020,KCK,1,6,F,63,10.37,164,16:48,Recorder6
S921228,2020,DNM,4,6,M,64,10.76,164,15:20,Recorder6
S921350,2020,AVI,4,6,F,64,10.38,164,11:12,Recorder2
S921626,2020,SLS,4,6,F,64,10.36,164,8:53,Recorder2
S921829,2020,DNM,4,6,F,64,10.53,164,15:20,Recorder6
S921900,2020,SLS,8,6,M,63,9.99,164,9:35,Recorder2
ARD6432,2020,GLF,4,6,M,67,10.94,166,9:40,Recorder6
ARD7041,2020,KCK,6,6,M,66,12.27,166,12:30,Recorder2
AXH8244,2020,DNM,8,5,F,61,9.83,166,11:44,Recorder2
AXH8245,2020,KCZ,8,5,M,67,10.63,166,13:12,Recorder2
AXH8246,2020,KCK,1,5,M,64,11.03,166,13:53,Recorder2
AXH9505,2020,GLF,4,5,F,61,10.74,166,9:40,Recorder6
AXH9506,2020,BLA,6,6,F,63,10.37,166,11:41,Recorder6
AXH8247,2020,DNM,7,5,F,61,9.77,168,10:32,Recorder2
AHD7099,2020,CAR,1,6,F,64,10.61,170,14:43,Recorder2
ARD7756,2020,FSH,1,6,F,63,11.14,170,14:01,Recorder2
AXH8248,2020,HWP,5,5,F,63,10,170,13:08,Recorder2
AXH9507,2020,TOM,8,6,M,64,10.62,171,10:15,Recorder6
AXH7151,2021,MCH,6,6,M,65,10.4,137,9:14,Recorder2
AXH8292,2021,MCH,6,5,F,63,11.18,137,9:14,Recorder2
AHD7599,2021,RSY,1,6,M,65,10.87,143,8:15,Recorder2
ARD7515,2021,MCH,3,6,M,65,10.13,143,8:17,Recorder3
AXH7393,2021,LVN,7,6,F,63,10.24,143,5:51,Recorder3
AXH7395,2021,SER,7,6,M,67,10.43,143,7:12,Recorder3
AXH9175,2021,RSY,1,6,F,63,11,143,8:15,Recorder2
S922748,2021,LVN,7,6,M,69,10.46,143,5:49,Recorder3
_APR7093,2021,SER,8,6,F,63,10.59,145,6:20,Recorder2
_APR7094,2021,SER,7,5,F,64,,145,6:47,Recorder2
_APR7095,2021,SER,3,5,F,63,10.96,145,7:19,Recorder2
_APR7096,2021,MCH,2,6,M,67,10.14,145,9:28,Recorder2
_APR7098,2021,PTH,1,5,M,63,10.7,145,10:39,Recorder2
AHD7601,2021,MCH,5,6,M,65,10.51,145,8:35,Recorder2
ARD6026,2021,SER,5,6,F,63,10.58,145,7:42,Recorder2
AXH7153,2021,SER,3,6,M,65,11.42,145,7:19,Recorder2
AXH9013,2021,BLG,5,5,M,67,10.5,145,9:02,Recorder6
AXH9061,2021,MCH,5,6,F,61,10.77,145,8:35,Recorder2
AXH9086,2021,SER,1,6,M,67,10.51,145,8:07,Recorder2
AXH9096,2021,PTH,1,6,F,62,11.35,145,10:39,Recorder2
AXH9605,2021,BLG,5,5,F,61,10,145,9:02,Recorder6
S921779,2021,SER,8,6,M,66,10.17,145,6:20,Recorder2
_APR7116,2021,PTH,5,6,F,62,10.22,147,11:13,Recorder2
ARD6420,2021,MCH,2,6,F,62,10.75,147,9:23,Recorder2
ARD6605,2021,FOF,4,6,M,65,11.34,147,9:54,Recorder3
ARD6606,2021,FOF,4,6,F,64,11.86,147,9:55,Recorder3
ARD7391,2021,AVI,6,6,M,66,10.6,147,9:30,Recorder24
ARD7683,2021,EDI,1,6,M,65,10.31,147,6:43,Recorder3
