ring,year,site,box,age,sex,wing,mass,date,time,ringer
S921351,2017,AVI,4,5,M,66,10.57,157,9:14,Recorder14
S921352,2017,AVN,2,5,M,65,10.46,157,10:25,Recorder14
S921362,2017,MUN,3,5,F,61,10.79,157,13:45,Recorder8
S921537,2017,AVN,5,5,M,66,10.84,157,10:20,Recorder8
Z632032,2017,DAV,5,6,M,67,10.32,157,12:10,Recorder14
Z632465,2017,CAL,2,6,F,63,10.8,157,8:30,Recorder2
Z632887,2017,DAV,5,6,F,64,10.51,157,12:14,Recorder14
S921226,2017,LVN,6,6,M,65,9.74,158,10:00,Recorder6
S921227,2017,BIR,6,5,F,60,9.94,158,13:27,Recorder6
S921228,2017,DNM,7,5,M,62,10.75,158,16:16,Recorder6
S921229,2017,DNM,7,6,F,65,10.59,158,16:16,Recorder6
S921373,2017,INS,7,5,M,65,10.77,158,17:25,Recorder8
S921541,2017,SPD,1,5,F,59,10.92,158,9:30,Recorder8
S921542,2017,SPD,1,5,M,63,9.61,158,9:30,Recorder8
S921543,2017,DOR,3,5,M,64,10.76,158,10:30,Recorder14
S921544,2017,DOR,3,5,F,62,10.09,158,10:30,Recorder8
S921557,2017,FSH,5,5,F,63,10.95,158,16:30,Recorder14
S921558,2017,INS,3,5,F,62,10.2,158,17:30,Recorder14
Z632770,2017,ALN,4,6,M,65,10.44,158,11:00,Recorder14
Z632869,2017,GLF,4,6,M,65,10.4,158,11:25,Recorder6
Z632872,2017,RTH,6,6,M,65,10.77,158,15:50,Recorder8
Z632967,2017,GLF,4,6,F,64,11,158,11:25,Recorder6
Z632978,2017,FSH,5,6,M,62,9.32,158,16:30,Recorder14
S921381,2017,DAV,4,6,M,69,10.02,159,12:30,Recorder14
S921574,2017,ALN,6,6,F,62,10.7,159,15:38,Recorder6
S921575,2017,ALN,6,5,M,65,10.34,159,15:38,Recorder6
Z632864,2017,DAV,4,6,F,61,10.34,159,12:35,Recorder14
S921382,2017,MUN,8,5,F,61,10.04,160,11:02,Recorder6
S921383,2017,MUN,8,6,M,67,10.84,160,11:02,Recorder6
S921384,2017,SLS,2,5,M,64,10.6,160,12:30,Recorder6
S921576,2017,CAR,6,5,F,61,11.42,160,13:30,Recorder14
S921577,2017,FSH,6,5,M,64,10.67,160,16:00,Recorder14
S921578,2017,FSH,6,6,F,62,11.41,160,16:00,Recorder14
S921579,2017,INS,7,6,F,62,9.98,160,17:33,Recorder14
Z632866,2017,CAR,6,6,M,64,11.49,160,13:30,Recorder14
Z632870,2017,SLS,2,6,F,64,10.8,160,12:30,Recorder6
S228853,2017,AVI,6,6,M,67,11.22,161,10:50,Recorder6
S921580,2017,TOM,1,6,M,68,10.85,161,11:55,Recorder6
S921581,2017,TOM,1,5,F,60,9.35,161,11:55,Recorder6
Z632884,2017,DOR,2,6,M,65,10.78,161,18:50,Recorder6
S228717,2017,DNS,3,5,M,65,11.27,162,17:00,Recorder2
S228842,2017,DNS,3,5,F,63,11.32,162,17:00,Recorder2
S921588,2017,OSP,3,5,M,65,10.38,162,8:10,Recorder6
S921589,2017,OSP,3,5,F,63,10.66,162,8:10,Recorder6
S921600,2017,SLS,1,5,F,62,10.57,162,12:48,Recorder6
S921601,2017,SLS,1,6,M,67,10.32,162,12:48,Recorder6
S921610,2017,NEW,8,5,F,60,10.16,162,18:15,Recorder6
S921611,2017,NEW,5,5,M,64,11.19,162,18:20,Recorder6
Z632284,2017,NEW,5,6,F,64,10.58,162,18:20,Recorder6
S921248,2017,DNC,7,5,F,63,10.39,163,8:30,Recorder2
S921249,2017,DNC,2,5,F,63,11.39,163,8:50,Recorder2
S921250,2017,DNC,2,5,M,63,11.26,163,8:50,Recorder2
S921251,2017,LVN,6,5,F,,11,163,14:00,Recorder2
S921617,2017,DAV,3,5,F,62,10.75,163,14:20,Recorder6
S921618,2017,TAI,5,5,F,61,10.83,163,17:50,Recorder6
Z081857,2017,DLW,3,6,F,63,10.18,163,9:20,Recorder6
Z632747,2017,AVI,6,6,F,64,11.45,163,11:47,Recorder6
Z632875,2017,DLW,3,6,M,67,10.78,163,9:20,Recorder6
Z632883,2017,TAI,5,6,M,66,10.18,163,17:50,Recorder6
S921621,2017,FSH,2,5,F,62,10.45,164,15:38,Recorder6
Z632900,2017,FSH,2,6,M,66,10.51,164,15:38,Recorder6
S921622,2017,TOM,6,6,F,61,10.75,165,11:54,Recorder14
S921623,2017,TOM,6,6,M,64,9.96,165,11:54,Recorder14
S921624,2017,DAV,2,5,F,62,10.18,165,13:35,Recorder8
S921625,2017,SLS,6,5,M,65,10.97,166,11:50,Recorder8
S921626,2017,SLS,6,6,F,63,10.83,166,11:50,Recorder8
S921627,2017,FSH,4,6,M,64,10.71,166,15:00,Recorder14
Z632977,2017,FSH,4,6,F,64,10.45,166,15:00,Recorder14
S921628,2017,DLW,1,6,F,61,9.8,167,9:10,Recorder8
S921630,2017,OSP,8,6,M,67,10.63,169,8:32,Recorder6
S921631,2017,OSP,8,5,F,63,11.55,169,8:32,Recorder6
S921652,2018,ALN,4,4,F,59,9.32,145,17:05,Recorder6
S921653,2018,ALN,4,5,M,65,10.52,145,17:45,Recorder6
S921784,2018,SER,2,6,F,64,10.89,145,13:05,Recorder7
S922215,2018,SER,6,6,F,64,9.78,145,13:40,Recorder7
S922344,2018,SER,2,6,M,66,10.5,145,12:40,Recorder7
S922917,2018,FOU,4,6,M,65,11.32,145,16:20,Recorder5
S922918,2018,FOU,4,5,F,61,10.42,145,16:20,Recorder5
Z632397,2018,SER,6,6,M,66,10.89,145,13:40,Recorder7
S228508,2018,SER,8,6,M,66,10.96,146,10:34,Recorder2
S921109,2018,SER,8,6,F,62,10.4,146,10:34,Recorder2
S922957,2018,FSH,2,5,F,63,11.44,146,13:26,Recorder5
Z632900,2018,FSH,2,6,M,67,11.43,146,15:56,Recorder5
S228092,2018,SER,5,6,F,62,11.37,147,12:10,Recorder2
S921154,2018,EDI,6,5,F,61,10.5,147,15:30,Recorder2
S921685,2018,SER,7,5,M,65,11.03,147,12:30,Recorder6
S921799,2018,FOU,7,6,M,65,11.09,147,15:00,Recorder7
S921907,2018,EDI,1,5,F,62,11.2,147,15:30,Recorder6
S922414,2018,EDI,1,6,M,65,10.51,147,15:30,Recorder6
S922567,2018,ART,5,6,M,65,10.36,147,13:30,Recorder5
S922568,2018,ART,5,6,F,62,11.17,147,13:30,Recorder5
S229267,2018,PTH,3,6,F,63,10.4,148,10:30,Recorder2
S921194,2018,CAL,7,5,M,63,10.35,148,14:30,Recorder2
S921488,2018,AVI,3,5,M,63,10.08,148,13:50,Recorder7
S921731,2018,AVI,3,5,F,63,11.15,148,13:45,Recorder7
S922054,2018,DEL,3,6,F,62,10.94,148,10:15,Recorder5
Z081102,2018,DEL,3,6,M,66,10.33,148,10:15,Recorder5
AHD7001,2018,ART,4,5,F,61,9.88,149,13:00,Recorder5
AHD7002,2018,ART,4,5,M,64,11.71,149,13:00,Recorder5
AHD7003,2018,ART,3,6,M,64,10.18,149,13:00,Recorder5
AHD7016,2018,TAI,2,5,F,62,10.53,149,16:25,Recorder5
S228507,2018,SER,1,6,M,63,10.34,149,13:00,Recorder2
S229241,2018,EDI,4,6,M,64,10.66,149,16:20,Recorder7
S229242,2018,EDI,4,6,F,60,11.45,149,16:20,Recorder7
S921489,2018,CAL,7,5,F,61,9.77,149,7:40,Recorder7
S921491,2018,GLF,2,6,F,65,11.96,149,13:40,Recorder7
S921492,2018,DOW,5,6,F,65,12.01,149,14:50,Recorder7
S922076,2018,TAI,2,6,M,66,10.35,149,16:25,Recorder5
S922342,2018,STY,5,5,M,65,10.7,149,10:30,Recorder2
S922345,2018,SER,3,6,M,65,11.68,149,12:15,Recorder7
S922355,2018,EDI,3,6,M,64,10.5,149,16:30,Recorder7
S922509,2018,ART,3,6,F,65,11.88,149,13:00,Recorder5
S922570,2018,TAI,6,6,F,64,10.69,149,17:00,Recorder5
S922601,2018,TAI,4,6,M,66,10.05,149,16:20,Recorder5
S922601,2018,TAI,6,6,M,65,10.27,149,17:00,Recorder5
S922602,2018,TAI,4,6,F,65,10.74,149,16:20,Recorder5
S922999,2018,HWP,1,6,F,64,10.73,149,8:54,Recorder5
S923000,2018,HWP,1,5,M,65,10.9,149,8:54,Recorder5
Z632368,2018,STY,5,6,F,61,10.22,149,10:30,Recorder2
Z632387,2018,SER,3,6,F,63,10.74,149,12:15,Recorder7
Z632477,2018,GLF,5,6,M,65,11.3,149,13:50,Recorder2
Z632627,2018,EDI,5,6,M,64,10.85,149,16:30,Recorder2
Z632966,2018,GLF,2,6,M,66,11.87,149,13:50,Recorder7
AHD7017,2018,OSP,4,5,F,61,10.41,150,8:06,Recorder5
AHD7018,2018,OSP,4,6,M,65,11.14,150,8:06,Recorder5
AHD7028,2018,DEL,5,6,F,64,10.26,150,9:55,Recorder5
AHD7029,2018,DEL,4,6,F,62,10.91,150,10:15,Recorder5
AHD7030,2018,DEL,4,5,M,65,10.19,150,10:15,Recorder5
AHD7038,2018,FSH,8,6,M,68,11.15,150,16:11,Recorder5
AHD7522,2018,RSY,4,6,M,65,10.93,150,8:20,Recorder2
AHD7523,2018,FOF,3,5,M,65,10.18,150,8:46,Recorder2
AHD7524,2018,FOF,3,5,F,61,10.19,150,8:46,Recorder2
AHD7525,2018,FOF,4,5,F,62,10.63,150,9:00,Recorder2
AHD7526,2018,FOF,4,6,M,66,11.4,150,9:00,Recorder2
AHD7527,2018,FOF,6,5,M,66,,150,9:30,Recorder2
AHD7542,2018,EDI,6,5,M,63,11.3,150,14:10,Recorder2
AHD7601,2018,MCH,6,5,M,65,10.62,150,9:00,Recorder6
AHD7602,2018,MCH,6,5,F,64,10.55,150,9:00,Recorder6
AHD7612,2018,PTH,1,5,M,63,10.25,150,12:50,Recorder6
AHD7619,2018,BLG,4,5,M,64,10.37,150,16:30,Recorder6
AHD7620,2018,BLG,4,5,F,63,,150,16:30,Recorder6
AHD7621,2018,BLG,8,5,M,66,11.51,150,17:15,Recorder6
S229086,2018,FOF,6,5,M,65,,150,9:30,Recorder2
S229169,2018,BLG,1,6,M,67,11.65,150,16:50,Recorder6
S229266,2018,PTH,3,6,M,66,11.16,150,11:40,Recorder6
S921493,2018,SER,7,4,F,61,9.87,150,9:30,Recorder3
S921494,2018,PTH,6,5,F,61,10.11,150,11:30,Recorder3
S921495,2018,PTH,4,5,F,61,10.4,150,12:00,Recorder3
S921496,2018,PTH,4,5,M,65,10.48,150,12:00,Recorder3
S921537,2018,AVN,5,6,M,66,10.47,150,14:39,Recorder5
S921827,2018,BLG,8,5,F,62,10.7,150,16:45,Recorder3
S921828,2018,BLG,7,6,M,63,11.37,150,17:15,Recorder3
S921829,2018,DNM,1,5,F,63,10.8,150,19:45,Recorder3
S922228,2018,BLG,7,4,F,63,11.25,150,17:15,Recorder3
S922746,2018,RSY,1,6,M,66,11.21,150,8:00,Recorder2
S922747,2018,RSY,1,6,F,63,11.02,150,8:00,Recorder2
S922821,2018,PTH,6,6,M,65,10.58,150,11:30,Recorder3
S922823,2018,BLG,1,6,F,64,10.8,150,16:00,Recorder6
Z081196,2018,DEL,5,6,M,66,10.88,150,9:55,Recorder5
Z081282,2018,DEL,1,6,F,62,11.91,150,10:30,Recorder5
Z632270,2018,DEL,1,6,M,66,11.07,150,10:30,Recorder5
Z632384,2018,LVN,3,6,M,67,11.27,150,11:30,Recorder2
Z632446,2018,EDI,2,6,F,62,11.25,150,14:00,Recorder2
Z632447,2018,EDI,2,6,M,65,10.06,150,14:00,Recorder2
Z632770,2018,ALN,2,6,M,67,10.68,150,12:10,Recorder5
Z632802,2018,BLA,8,6,M,66,11.94,150,18:30,Recorder6
Z632960,2018,RSY,4,6,F,61,11.18,150,8:20,Recorder2
Z632977,2018,FSH,8,6,F,64,10.14,150,16:11,Recorder5
AHD7056,2018,STY,6,5,F,62,11.38,151,12:13,Recorder5
AHD7068,2018,DOW,8,5,M,65,10.93,151,18:43,Recorder5
AHD7069,2018,DOW,8,5,F,62,10.55,151,18:43,Recorder5
AHD7103,2018,HWP,6,4,M,62,11.06,151,10:13,Recorder3
AHD7120,2018,AVN,4,5,F,61,9.87,151,12:15,Recorder3
AHD7121,2018,ART,2,5,F,60,10.91,151,14:50,Recorder3
AHD7122,2018,ART,2,6,M,66,11.18,151,14:53,Recorder3
AHD7131,2018,ART,7,6,F,59,10.43,151,15:11,Recorder3
AHD7132,2018,ART,7,6,M,66,10.26,151,15:14,Recorder3
AHD7134,2018,MUN,2,6,F,63,10.69,151,16:16,Recorder3
AHD7135,2018,MUN,2,6,M,66,10.32,151,16:19,Recorder3
S921314,2018,CRU,2,6,F,60,9.94,151,9:13,Recorder3
S921318,2018,DAV,1,6,F,61,10.92,151,13:45,Recorder3
S921381,2018,DAV,4,6,M,67,9.98,151,14:15,Recorder3
S922422,2018,DOW,7,6,F,65,10.78,151,19:34,Recorder5
S922548,2018,HWP,6,6,F,62,,151,10:10,Recorder3
S922717,2018,GLF,4,6,F,64,9.87,151,16:37,Recorder5
S922718,2018,GLF,8,6,M,64,11.3,151,17:30,Recorder6
S922848,2018,BAD,4,5,M,66,11.6,151,20:14,Recorder5
Z081180,2018,MUN,4,6,F,63,10.2,151,16:36,Recorder3
Z632827,2018,EDI,5,6,F,62,11.81,151,21:05,Recorder6
Z632869,2018,GLF,4,6,M,66,10.24,151,6:37,Recorder5
Z632895,2018,AVN,4,6,M,65,10.86,151,12:10,Recorder3
Z632948,2018,CRU,2,6,M,63,10.24,151,9:11,Recorder3
AHD7165,2018,FSH,5,6,M,66,10.01,152,6:57,Recorder3
AHD7166,2018,FSH,5,6,F,62,10.37,152,7:00,Recorder3
AHD7180,2018,DEL,7,5,M,66,10.01,152,13:06,Recorder3
AHD7181,2018,DEL,7,6,F,62,10.73,152,13:11,Recorder3
AHD7573,2018,FOF,5,5,F,63,9.91,152,15:00,Recorder2
AHD7574,2018,FOF,6,5,F,62,11.6,152,15:10,Recorder2
AHD7657,2018,BLA,6,4,F,63,9.88,152,15:50,Recorder6
S921362,2018,MUN,8,6,F,61,10.04,152,10:50,Recorder3
S921847,2018,BLA,8,5,F,62,10.5,152,15:20,Recorder7
S922412,2018,DOW,6,6,M,63,10.5,152,13:10,Recorder2
Z632432,2018,BLG,6,6,M,65,10.45,152,14:15,Recorder6
Z632622,2018,SER,5,6,M,67,11.15,152,12:00,Recorder2
Z632860,2018,MUN,4,6,M,66,10.15,152,11:00,Recorder3
AHD7246,2018,MCH,4,5,M,64,10.93,153,13:19,Recorder3
AHD7247,2018,MCH,4,5,F,62,10,153,13:21,Recorder3
AHD7575,2018,DOW,1,5,F,61,11.16,153,9:30,Recorder2
AHD7576,2018,DOW,3,5,F,62,9.8,153,10:10,Recorder2
AHD7678,2018,ALN,8,5,F,60,9.84,153,15:35,Recorder6
S228350,2018,STY,3,6,M,65,9.72,153,10:33,Recorder3
S228402,2018,ALN,8,6,M,65,10.31,153,15:35,Recorder6
S921492,2018,DOW,5,6,F,64,11.81,153,16:28,Recorder3
S921859,2018,FOU,1,6,F,63,11.09,153,15:00,Recorder7
S922356,2018,EDI,3,6,F,62,10.18,153,7:30,Recorder2
S922411,2018,DOW,6,6,F,62,10.96,153,16:20,Recorder3
S922413,2018,DOW,3,6,M,69,10.77,153,10:10,Recorder2
S922416,2018,DOW,1,6,M,65,11.02,153,9:30,Recorder2
S922419,2018,DOW,7,6,M,64,10.73,153,16:30,Recorder3
S922887,2018,STY,3,6,F,63,10.12,153,10:30,Recorder3
Z081252,2018,FOU,1,6,M,64,11.42,153,14:50,Recorder7
Z632638,2018,BAD,4,6,F,65,10.89,153,8:40,Recorder2
AHD7056,2018,STY,6,5,F,62,11.4,154,13:25,Recorder3
AHD7248,2018,MCH,3,5,M,66,,154,9:10,Recorder3
AHD7249,2018,PTH,7,6,M,65,10.63,154,11:30,Recorder3
AHD7250,2018,PTH,7,6,F,62,10.62,154,11:33,Recorder3
AHD7251,2018,BIR,5,5,M,64,9.91,154,15:10,Recorder3
AHD7252,2018,DNM,1,6,M,65,10.8,154,19:15,Recorder3
AHD7410,2018,NEW,2,6,M,66,11.34,154,18:40,Recorder6
AHD7577,2018,BAD,3,5,F,61,11.26,154,8:04,Recorder2
AHD7578,2018,GLF,7,6,F,63,11.2,154,9:48,Recorder2
AHD7598,2018,RSY,6,6,F,61,11.2,154,13:25,Recorder2
AHD7599,2018,RSY,6,5,M,65,10.6,154,13:25,Recorder2
AHD7687,2018,SPD,7,6,F,,,154,9:15,Recorder6
S228351,2018,STY,6,6,M,64,10.12,154,13:43,Recorder3
S921212,2018,BIR,5,6,F,63,11.64,154,15:07,Recorder3
S921876,2018,MUN,7,6,F,62,9.93,154,12:40,Recorder7
S921877,2018,MUN,7,5,M,64,10,154,12:40,Recorder7
S922402,2018,STY,1,6,F,63,10.35,154,13:53,Recorder5
S922748,2018,LVN,6,6,M,68,10.47,154,10:58,Recorder2
S922750,2018,PTH,1,6,F,64,10.81,154,12:15,Recorder5
S922824,2018,BLG,5,6,F,62,10.52,154,15:59,Recorder3
S922825,2018,BLG,5,6,M,65,10.98,154,15:56,Recorder3
S922848,2018,BAD,3,5,M,66,11.09,154,8:04,Recorder2
Z163897,2018,LVN,6,6,F,63,10.44,154,10:58,Recorder2
Z632284,2018,NEW,2,6,F,64,10.68,154,18:40,Recorder6
Z632390,2018,MCH,3,6,F,62,10.2,154,9:14,Recorder3
Z632577,2018,BLA,6,6,M,66,10.72,154,18:17,Recorder3
Z632864,2018,DAV,4,6,F,,,154,14:10,Recorder7
Z632951,2018,BLG,6,6,F,61,11.77,154,16:30,Recorder3
AHD7084,2018,HWP,8,5,F,61,10.42,155,9:47,Recorder5
AHD7085,2018,AVI,2,6,F,63,10.5,155,10:36,Recorder5
AHD7086,2018,AVI,2,6,M,68,10.85,155,11:36,Recorder5
AHD7094,2018,ART,1,6,F,61,10.15,155,15:15,Recorder5
AHD7253,2018,CAL,2,6,M,65,11.3,155,9:40,Recorder3
AHD7301,2018,TOM,8,6,F,62,10.74,155,12:30,Recorder7
AHD7310,2018,FOU,2,5,M,65,10.8,155,14:45,Recorder7
AHD7444,2018,STY,7,5,F,63,10.28,155,13:45,Recorder6
AHD7445,2018,STY,7,5,M,63,10.23,155,13:45,Recorder6
AHD7577,2018,BAD,3,5,F,60,11.95,155,19:15,Recorder3
AXB5093,2018,FOU,2,5,F,62,,155,14:55,Recorder7
S921329,2018,ALN,2,6,F,61,10.43,155,15:39,Recorder5
S921350,2018,AVI,5,6,F,65,10.17,155,10:48,Recorder7
S921623,2018,TOM,8,6,M,66,9.99,155,12:30,Recorder7
S922569,2018,TAI,1,6,F,62,11.47,155,16:24,Recorder7
S922571,2018,TAI,3,6,F,62,10.94,155,16:45,Recorder5
Z081848,2018,TAI,3,6,M,66,11.15,155,16:45,Recorder5
Z632465,2018,CAL,2,6,F,63,10.57,155,9:40,Recorder3
Z632845,2018,TAI,1,6,M,66,10.95,155,16:28,Recorder7
Z632862,2018,ART,1,6,M,66,11.41,155,14:15,Recorder5
AHD7095,2018,SPD,8,5,M,63,10.95,156,9:40,Recorder5
AHD7096,2018,SPD,1,5,F,62,10.19,156,10:00,Recorder5
AHD7097,2018,SPD,1,6,M,65,10.59,156,10:00,Recorder5
AHD7098,2018,CAR,1,5,M,63,10.95,156,14:41,Recorder5
AHD7099,2018,CAR,1,6,F,64,11.21,156,15:41,Recorder5
AHD7298,2018,BLG,3,5,M,65,10.7,156,13:20,Recorder6
AHD7299,2018,BLG,3,5,F,62,10.97,156,13:20,Recorder6
AHD7311,2018,DOR,1,6,F,63,10.82,156,18:15,Recorder7
AHD7312,2018,SPD,2,6,F,63,10.72,156,9:43,Recorder7
AHD7687,2018,SPD,7,6,F,63,10.6,156,9:00,Recorder7
AHD7707,2018,INS,4,5,M,67,10.96,156,19:56,Recorder5
S228021,2018,DEL,6,6,M,65,11.04,156,11:45,Recorder7
S229053,2018,FOF,1,5,M,63,11.47,156,9:20,Recorder2
S921227,2018,BIR,7,6,F,63,10.29,156,12:00,Recorder6
S921378,2018,NEW,4,5,M,66,10.62,156,18:25,Recorder7
S921514,2018,MUN,1,6,M,68,10.67,156,10:45,Recorder5
S921541,2018,SPD,8,6,F,61,10.83,156,9:40,Recorder5
S921579,2018,INS,4,6,F,64,10.31,156,19:56,Recorder5
S921610,2018,NEW,4,6,F,62,10,156,18:30,Recorder7
S921926,2018,RSY,8,6,M,63,9.47,156,8:35,Recorder2
S921927,2018,FOF,1,5,F,61,10.47,156,9:20,Recorder2
S921935,2018,GLF,8,5,F,61,10.84,156,13:40,Recorder2
S921936,2018,EDI,8,6,M,64,11.13,156,16:30,Recorder2
S922587,2018,DEL,6,6,F,62,10.78,156,12:20,Recorder7
S922676,2018,SPD,2,6,M,68,10.51,156,9:39,Recorder7
S922813,2018,EDI,8,6,F,63,10.54,156,16:30,Recorder2
S922908,2018,BIR,7,6,M,65,10.79,156,12:00,Recorder6
Z081171,2018,MUN,1,6,F,63,9.37,156,10:45,Recorder5
Z081687,2018,LVN,3,6,F,64,10.48,156,11:30,Recorder2
Z164020,2018,LVN,4,5,M,62,10.61,156,11:50,Recorder2
Z632370,2018,PTH,2,6,F,63,9.25,156,10:30,Recorder6
Z632386,2018,FOF,5,6,M,65,11.6,156,10:00,Recorder2
Z632398,2018,LVN,2,6,F,63,10.96,156,11:00,Recorder2
Z632478,2018,GLF,5,6,F,62,10.38,156,14:10,Recorder2
Z632533,2018,LVN,4,6,F,64,10.56,156,11:50,Recorder2
Z632884,2018,DOR,1,6,M,65,10.62,156,8:10,Recorder7
Z632902,2018,AVN,5,6,F,67,11.36,156,15:00,Recorder7
AHD7320,2018,AVI,6,5,M,64,11.07,157,9:00,Recorder7
AHD7321,2018,TOM,1,6,M,64,10.3,157,10:50,Recorder7
AHD7322,2018,DAV,8,5,F,61,11.05,157,11:57,Recorder7
AHD7483,2018,CRU,4,6,F,64,10.42,157,8:40,Recorder6
AHD7708,2018,CRU,3,5,F,62,9.65,157,8:58,Recorder5
AHD7735,2018,PIT,4,5,F,62,10.33,157,13:05,Recorder5
AHD7918,2018,DUN,6,5,F,62,10.98,157,13:50,Recorder6
S921225,2018,PIT,4,6,M,66,10.49,157,13:05,Recorder5
S921581,2018,TOM,1,6,F,61,9.27,157,10:50,Recorder7
S922401,2018,DUN,6,6,M,66,10.76,157,13:50,Recorder6
AHD7342,2018,DOR,6,5,F,63,10.6,158,8:00,Recorder7
AHD7343,2018,SPD,6,6,F,64,9.82,158,9:30,Recorder7
AHD7350,2018,AVN,7,5,M,65,10.31,158,13:40,Recorder7
AHD7351,2018,AVN,7,5,F,62,10.28,158,13:40,Recorder7
AHD7364,2018,AVN,6,5,F,64,10.77,158,14:00,Recorder7
AHD7380,2018,INS,2,6,F,62,10.2,158,16:30,Recorder7
AHD7381,2018,INS,2,6,M,65,10.85,158,16:30,Recorder7
AHD7382,2018,NEW,8,6,M,66,11.49,158,17:30,Recorder7
AHD7921,2018,BIR,2,5,M,64,9.9,158,11:25,Recorder3
AHD7922,2018,BIR,2,5,F,62,10.91,158,11:28,Recorder3
AHD7923,2018,DUN,1,5,F,62,10.9,158,12:33,Recorder3
AHD7924,2018,PIT,6,6,M,65,11.98,158,14:30,Recorder3
AHD7925,2018,PIT,6,6,F,59,11.08,158,14:33,Recorder3
AHD7926,2018,KCK,5,6,F,63,11.2,158,15:18,Recorder3
AHD7927,2018,KCK,6,5,F,62,9.95,158,15:40,Recorder3
AHD7928,2018,KCK,6,5,M,63,11.11,158,15:43,Recorder3
S228872,2018,NEW,8,6,F,64,10.59,158,17:30,Recorder7
S248978,2018,LVN,8,5,F,65,10.94,158,9:40,Recorder2
S921096,2018,DUN,1,6,M,63,10.16,158,12:30,Recorder3
S921215,2018,BLA,2,6,F,62,10.7,158,17:01,Recorder3
S921216,2018,BLA,2,6,M,64,9.97,158,16:58,Recorder3
S921937,2018,RSY,5,5,F,63,10.39,158,7:53,Recorder2
S921938,2018,RSY,5,5,M,64,11.16,158,7:53,Recorder2
S921946,2018,SER,4,6,M,66,11.01,158,14:10,Recorder2
S921947,2018,GLF,7,6,M,65,11.22,158,15:21,Recorder2
S922536,2018,DOR,6,6,M,65,10.46,158,8:00,Recorder7
S922716,2018,LVN,8,6,M,66,11.36,158,9:40,Recorder2
Z632892,2018,AVN,6,6,M,65,11.01,158,14:00,Recorder7
Z632946,2018,SPD,3,6,F,62,9.75,158,9:00,Recorder7
Z632993,2018,KCK,5,6,M,64,10.45,158,15:15,Recorder3
AHD7383,2018,KCZ,8,5,M,66,10.55,159,10:00,Recorder7
AHD7384,2018,KCZ,8,5,F,61,10.22,159,10:00,Recorder7
AHD7385,2018,KCZ,5,6,M,67,10.25,159,10:45,Recorder7
AHD7386,2018,KCZ,5,5,F,63,10.71,159,10:45,Recorder7
AHD7801,2018,AVI,6,5,F,60,10.72,159,9:51,Recorder3
AHD7821,2018,DAV,3,6,M,65,10.46,159,14:40,Recorder3
AHD7954,2018,PIT,1,6,F,63,10.54,159,11:50,Recorder7
S921100,2018,PIT,1,6,M,64,11.08,159,11:50,Recorder7
S921628,2018,DLW,5,6,F,62,9.1,159,8:45,Recorder7
S921948,2018,GLF,1,6,M,64,10.16,159,13:00,Recorder2
S921949,2018,GLF,1,5,F,60,10.6,159,13:00,Recorder2
S921950,2018,GLF,6,6,F,62,10.49,159,14:20,Recorder2
S922712,2018,BAD,5,6,F,62,10.81,159,9:50,Recorder2
S922713,2018,BAD,6,6,F,65,10.9,159,11:00,Recorder2
S922883,2018,BAD,1,6,F,65,10.47,159,9:11,Recorder2
S922884,2018,BAD,1,6,M,68,11.03,159,9:11,Recorder2
Z632867,2018,GLF,3,6,M,66,10.86,159,15:24,Recorder2
Z632868,2018,GLF,3,6,F,63,10.48,159,15:24,Recorder2
AHD7097,2018,SPD,7,6,M,63,10.25,160,10:18,Recorder3
AHD7343,2018,SPD,6,6,F,62,9.62,160,11:48,Recorder3
AHD7687,2018,SPD,7,6,F,62,10,160,10:15,Recorder3
AHD7802,2018,SLS,6,5,M,63,10.98,160,11:35,Recorder3
AHD7803,2018,SLS,6,5,F,60,9.7,160,11:38,Recorder3
AHD7822,2018,SPD,4,6,M,66,11.3,160,11:02,Recorder3
AHD7823,2018,SPD,4,6,F,61,10.39,160,11:05,Recorder3
AHD7824,2018,INS,7,5,M,65,9.68,160,18:40,Recorder3
AHD7825,2018,INS,7,5,F,62,9.87,160,18:42,Recorder3
AHD7826,2018,INS,6,5,M,65,10.38,160,18:45,Recorder3
AHD7959,2018,LVN,7,5,M,64,10.63,160,11:10,Recorder6
AHD7960,2018,BIR,4,6,F,62,9.79,160,15:00,Recorder6
AHD7961,2018,DNM,4,6,F,63,11.33,160,18:15,Recorder6
AHD7962,2018,DNM,4,5,M,66,11.56,160,18:15,Recorder6
S921350,2018,AVI,5,6,F,62,10.02,160,10:36,Recorder3
Z163900,2018,LVN,7,6,F,63,10.82,160,11:10,Recorder6
Z632683,2018,BLA,4,6,M,65,10.49,160,17:10,Recorder6
AHD7827,2018,KCZ,6,5,M,65,10.7,161,11:31,Recorder3
AHD7828,2018,KCZ,6,6,F,63,10.54,161,11:30,Recorder3
AHD7829,2018,KCK,1,5,F,60,9.62,161,11:57,Recorder3
AHD7830,2018,KCK,1,5,M,63,11.35,161,12:00,Recorder3
AHD7831,2018,PIT,3,5,M,64,11.22,161,14:04,Recorder3
AHD7832,2018,PIT,8,5,F,64,10.91,161,14:19,Recorder3
AHD7833,2018,PIT,7,5,F,62,10.75,161,14:25,Recorder3
AHD7964,2018,DLW,4,5,F,64,9.99,161,9:55,Recorder6
AHD7965,2018,DLW,4,5,M,63,10.13,161,9:55,Recorder6
